(0.20972622850706513, 0.7902737714929349, 'RL')
(0.2852149103649864, 0.7147850896350136, 'RLL')
(0.31238624286455735, 0.6876137571354426, 'RLLL')
(0.3286371713649867, 0.6713628286350133, 'LRLLL')
(0.33931904869892676, 0.6606809513010732, 'LLRLLL')
(0.34634034002848546, 0.6536596599715145, 'LLLRLLL')
(0.3509554961844073, 0.6490445038155925, 'LLLLRLLL')
(0.3539890786614476, 0.6460109213385523, 'LLLLLRLLL')
(0.35598307893664893, 0.6440169210633511, 'LLLLLLRLLL')
(0.3572937527447935, 0.6427062472552063, 'LLLLLLLRLLL')
(0.35815527009397385, 0.6418447299060261, 'LLLLLLLLRLLL')
(0.35872155297711883, 0.6412784470228812, 'LLLLLLLLLRLLL')
(0.35909377566543504, 0.6409062243345649, 'LLLLLLLLLLRLLL')
(0.35933844089163414, 0.6406615591083658, 'LLLLLLLLLLLRLLL')
